;period;start;end;n;missing;start;end;n;missing;log;adjust;mean;nlp;lp;ntd;nmh;td-derived;td-ftest;easter;leaster;nout;nao;nls;ntc;nso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;nusers;mu;;;neffectiveobs;nparams;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;hannanquinn;df;nobs;bic2;ser;type;mean;skewness;;kurtosis;;doornikhansen;lb;lb2;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;p;d;q;bp;bd;bq;phi(1);;;phi(2);;;phi(3);;;bphi(1);;;theta(1);;;theta(2);;;btheta(1);;;mode;seasonal;cycle;seasonality;irregular;tdh;others;total;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-qs;seas-res-f;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;;seas-i-qs;;seas-i-kw;seas-i-friedman;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;;seas-sa-qs;;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;icratio;d9-global-msr;trend-filter;seasonal-filters;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
RF3092;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;1;0;NA;NA;NA;0;4;4;0;0;0;r.REG1_Semaine;0,010175;5,5403;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-0,725283;-8,5776;AO (4-2020);-2,091522;-22,1351;AO (5-2020);-0,797834;-8,4089;AO (6-2020);-0,143467;-1,6967;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;-0,063919;-4,6603;142;11;134,568384017;-539,947147129;1,194636587;1101,894294258;1134,408391892;1103,925063489;-4,428983124;1115,106703746;131;154;-1,511427256;0;FullResiduals;-0,183752;0,023636;0,9085;3,141314;0,731;0,703842;16,82628;20,771837;0,4107;0,661723;15,341236;18,709193;0,542245;0,333853;4,775546;1,020913;4,226873;1;0;2;0;1;1;-0,919995;-14,3839;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,370767;-3,4445;8e-04;-0,284812;-2,913;0,0042;-0,636809;-8,2076;0;Multiplicative;1;0,176940829;0,736044961;0,04218832;0,027950057;1,158446313;2,141570479;0,86462055;0,087989462;0,028282675;185,259426;32,491905;100,371795;112,989941;40,14015;At.AT.AT.AT.At.AT;Present;0,26237;0;Present;ProbablyNone;0,154151362;0;0,661723;1,207041;12,706612;10,370629;1,181251;--.--.--.At.--.--;None;None;0,344414499;0,25470742;0,183782;0,9982;0;1;0,652122;1,435897;0,184463;--.--.--.--.--.a-;None;None;0,58135384;0,998102582;0,137915;0,9995;0;1;2,482387;5,153846;0,141556;--.--.--.--.--.--;None;None;0,924062067;0,995771252;-0,272085089;1,663236;1,663236;1,757543;1,757543;1,760909;1,760909;3,3196891;4,015271633;13;S3X5;0,406610652;3;1,15984455;0,472486821;1,098709871;0,006108653;0,352986245;0,713298885;0,487024323;0,840543328;0,764119793;0,857660091;0,592876506;Good;1,6632361433209;0,134045421588148;1,75754335024819;0,111812078047781;0;1;0;1;0,13791456997328;0,999540120366197;0,183782361047764;0,998216776750067
RF3101;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;1;0;NA;6;0;NA;9,547901;NA;0;7;7;0;0;0;r.LY;0,051615;1,8139;r.REG5_Lundi;0,01447;2,1375;r.REG5_Mardi;0,013603;1,6154;r.REG5_Mercredi;-0,000881;-0,1071;r.REG5_Jeudi;0,014951;1,8472;r.REG5_Vendredi;-0,002094;-0,2939;AO (12-2017);0,209603;4,1804;AO (3-2020);-0,416618;-7,4907;AO (4-2020);-1,392337;-22,8026;AO (5-2020);-0,396059;-6,4291;AO (6-2020);-0,193901;-3,1927;AO (7-2020);-0,143334;-2,2956;AO (8-2020);-0,052446;-0,9531;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;Constant;-0,024433;-3,4457;142;19;207,176661278;-454,320510198;0,417146273;946,641020396;1002,801734491;952,870528593;-5,201941971;969,462454965;123;154;-2,254877524;0;FullResiduals;0,220468;0,02436;0,9057;2,720361;0,4964;0,12664;21,199443;21,475196;0,3697;0;18,886023;19,230153;0;-0,667706;3,553244;-0,316087;15,358035;1;0;2;0;1;1;-0,937608;-17,5071;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,410417;-4,0886;1e-04;-0,278102;-3,0412;0,0029;-0,767885;-8,5255;0;Multiplicative;1;0,107009271;0,80447159;0,021418852;0,038051881;0,837714521;1,808666114;0,927677015;0,002103451;0,177769885;228,299493;75,904683;108,628205;125,23725;137,025251;-T.At.AT.AT.At.AT;Present;0,102441647;0;Present;Present;0,122472497;0;0;1,383511;14,482132;12,958042;1,29003;-t.--.--.--.--.-t;None;None;0,325290173;0,183399594;0,582833;0,8401;0;1;2,261609;3,128205;0,587726;--.--.--.--.--.--;None;None;0,546708588;0,904512646;0,539617;0,8732;0;1;3,471355;3,730769;0,570179;--.--.--.--.--.--;None;None;0,368083468;0,970988526;-0,265288807;0,678278;0,678278;0,787097;0,787097;0,459845;0,459845;2,615201218;4,281465724;13;S3X5;0,356982385;1,319825517;0,807600609;0,696296368;1,404012741;0,11258629;0,243697412;0,419270815;0,306584036;0,483080693;0,469535241;0,615822857;0,528811293;Good;0,678277981681338;0,667394283388407;0,787097398777593;0,581373607048149;0;1;0;1;0,539617052162508;0,87320923688313;0,582833037305544;0,84011625324098
RF3102;12;2013-01-01;2024-10-01;142;0;2013-01-01;2024-10-01;142;0;1;None;0;0;NA;6;0;NA;16,021886;NA;0;8;4;2;2;0;r.LY;5,5e-05;0,0015;r.REG5_Lundi;0,031747;3,943;r.REG5_Mardi;0,006224;0,6466;r.REG5_Mercredi;0,0207;2,2517;r.REG5_Jeudi;0,0239;2,642;r.REG5_Vendredi;-0,016687;-1,9867;AO (8-2015);-0,293719;-4,8375;LS (11-2015);0,155346;3,1821;AO (3-2020);-0,536128;-8,7617;AO (4-2020);-2,776204;-44,7119;AO (5-2020);-0,437034;-6,9666;TC (8-2020);0,370806;6,4321;TC (1-2021);0,224916;3,7883;LS (6-2021);0,163725;3,1729;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;129;17;160,422118354;-405,360493225;0,608008345;844,720986451;893,337797325;850,234499964;-4,754611647;864,474980917;112;142;-1,846724231;0;FullResiduals;-1,479645;0,227049;0,2924;4,406633;0,0011;11,579069;18,884174;50,574941;5e-04;0;17,232761;45,096315;0;-0,1402;6,949821;-0,071369;5,527468;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,677261;-11,1361;0;NA;NA;NA;-0,50595;-5,3299;0;Multiplicative;1;0,063283764;0,772877893;0,006416228;0,020751711;0,766778486;1,630108082;0,45114309;0,004071996;0,000541349;229,510788;154,066526;94,468531;111,032183;269,333917;A-.At.AT.AT.AT.AT;Present;0,641167154;0;Present;Present;0,280016857;0;0;0,574632;4,585058;3,769231;0,479824;--.--.--.--.--.--;None;None;0,396599221;0,839797102;0,480476;0,9125;0;1;1,180269;3,377622;0,65722;--.--.--.--.--.--;None;None;0,424733289;0,846261681;0,472586;0,9172;0;1;2,340199;4,440559;0,724978;--.--.--.--.--.--;None;None;0,391543416;0,80467468;-0,526291577;0,421941;0,421941;0,476173;0,476173;0,782399;0,782399;3,906246825;3,380012386;23;S3X5;0,07262846;0,27511303;1,453123413;0,103640843;1,5220007;0,247995045;0,158923204;0,303266487;0,230087749;0,42137424;0,413390956;0,482680051;0,508334401;Uncertain;0,421940916160442;0,863373028983186;0,476172868030224;0,82510999890853;0;1;0;1;0,472586491293637;0,917241260957796;0,480475769117118;0,912542127678516
RF3103;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;3;3;0;0;0;r.REG1_Semaine;0,012813;5,1967;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-0,861888;-9,2294;AO (4-2020);-2,786483;-29,7548;AO (5-2020);-0,864573;-9,1873;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;7;119,463783349;-537,962830076;1,366998522;1089,925660152;1110,566979385;1090,767765415;-4,425556886;1098,313578404;134;154;-1,448838635;0;FullResiduals;-0,365763;0,087831;0,6703;3,760108;0,0654;5,226134;23,379839;14,859979;0,8682;0;21,197037;13,310848;0;0,26804;0,542917;-1,254367;216,453732;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,832959;-19,4524;0;NA;NA;NA;-0,81895;-9,6256;0;Multiplicative;1;0,1742743;0,589038633;0,113585097;0,074780767;3,261682227;4,213361024;0,203119049;0,035314961;0,027286962;75,176162;12,062265;69,769231;87,441699;14,254964;--.-T.AT.--.a-.--;Present;0,824952939;0;Present;ProbablyNone;0,78880821;0;0;0,747939;9,989021;10,818182;0,902414;--.--.--.--.--.--;None;None;0,066958994;0,690247524;0,477635;0,9143;0;1;1,801408;3,538462;0,397738;--.--.--.--.--.--;None;None;0,038229872;0,907325846;0,185347;0,9981;0;1;2,36982;3,269231;0,185399;--.--.--.--.--.--;None;None;0,000191872;0,820551114;-0,509839587;0,96034;0,96034;1,023201;1,023201;0,728458;0,728458;5,235061755;5,354500463;23;S3X5;1,036423931;3;2,117530877;0,09947091;3;0,541800185;0,45641425;0,676533007;0,566787255;0,844267815;0,762991875;1,271010543;1,057315217;Uncertain;0,960339686608166;0,454332174018207;1,0232007229944;0,412592840590139;0;1;0;1;0,185346918868181;0,998145812628388;0,477635211852067;0,914339094897538
RF3109;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;2;0;NA;76,968495;NA;0;3;3;0;0;0;r.LY;5,960458;2,2887;r.REG1_Semaine;1,37801;12,1633;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-57,89341;-12,4254;AO (4-2020);-90,957227;-19,2919;AO (5-2020);-42,038536;-9,0037;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;8;-434,622297874;-434,622297874;3513,999451737;885,244595748;908,834674871;886,335504839;3,461433337;894,830788036;133;154;6,445635992;0;FullResiduals;0,470229;0,111031;0,5904;3,308777;0,4542;1,689765;31,293764;17,341433;0,7442;1,217662;27,885964;15,494747;1,09845;-0,53608;11,136083;-0,586496;5,454479;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,606997;-8,6218;0;NA;NA;NA;-0,850443;-7,7551;0;Additive;1;0,213559263;0,595985637;0,032148212;0,104094847;0,542352038;1,488139998;0,273762064;0,173529841;0,30996472;203,168845;71,056772;111,410256;127,997173;96,127835;At.At.AT.AT.At.AT;Present;0,208269065;0;Present;ProbablyNone;0,112376769;0;1,217662;1,097718;9,939821;9,125874;1,012628;--.--.--.A-.--.--;None;None;0,704911306;0,382133069;0,535119;0,8765;0;1;1,961596;3,346154;0,512798;--.--.--.--.--.--;None;None;0,959764511;0,91263146;0,374803;0,9638;0;1;3,650405;6,666667;0,394314;--.--.--.--.--.--;None;None;0,361829219;0,963923517;-0,375549896;1,990639;1,990639;2,179199;2,179199;1,711732;1,711732;3,28915631;5,72109928;13;S3X5;0,599231082;0,702465978;1,144578155;0,348148184;0,790114698;0,688439712;0,239913611;0,401591261;0,214205376;0,474993893;0,451905643;0,55862682;0,540848947;Good;1,99063930769929;0,0706014391208095;2,17919888740159;0,0481959399461674;0;1;0;1;0,37480304834301;0,963787446904689;0,535119488009785;0,876456400890524
RF3212;12;2013-01-01;2024-10-01;142;0;2013-01-01;2024-10-01;142;0;1;None;0;0;NA;1;0;NA;NA;NA;0;10;4;5;1;0;r.REG1_Semaine;0,013731;5,1754;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (4-2014);-0,157394;-3,7063;LS (10-2018);0,163314;4,0154;LS (9-2019);0,441439;9,9138;AO (3-2020);-0,702344;-7,6806;AO (4-2020);-2,032072;-22,2067;AO (5-2020);-0,663609;-7,1606;AO (6-2020);-0,40365;-4,417;LS (7-2021);0,154063;3,6888;LS (7-2022);0,112292;2,6448;TC (8-2023);0,192117;2,7293;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;130;15;105,166600602;-448,049104498;1,490115627;926,098208996;969,111225753;930,308735312;-3,944484714;943,575835073;115;142;-1,056309111;0;FullResiduals;1,123332;-0,292954;0,1727;3,922436;0,0318;6,328656;12,993313;28,200157;0,1346;0,014301;11,679199;25,14725;0,012784;1,187042;1,999057;0,880477;5,246154;1;0;1;1;1;0;-0,98471;-37,3229;0;NA;NA;NA;NA;NA;NA;0,325181;3,6104;5e-04;-0,929202;-19,0241;0;NA;NA;NA;NA;NA;NA;Multiplicative;1;0,006547078;0,382836791;0,011917291;0,007312585;0,842299233;1,250912978;0,969875392;0,001333207;0,055315989;240,871615;77,172485;75,237762;88,223536;136,816629;At.At.AT.At.At.AT;Present;0,912045209;0;Present;ProbablyNone;0,745387076;0;0,014301;0,521543;4,161367;3,076923;0,386498;--.a-.a-.--.--.--;None;None;0,297050541;0,882331412;0,206702;0,9969;0,000696;0,9997;2,097222;3,055944;0,448857;--.--.A-.--.--.--;None;None;0,108249539;0,997910223;0,149807;0,9993;0,143376;0,9308;1,397522;5,27972;0,343482;--.--.--.--.--.--;None;None;0,159451954;0,991951744;-0,559299142;1,733469;1,733469;1,746078;1,746078;1,896196;1,896196;4,598961706;4,654157538;23;S3X5;0,5714249;0,755690102;1,799480853;0,103640843;3;0,261663015;0,262912369;0,580682058;0,296096478;0,470351132;0,407332615;0,828480129;0,83747665;Good;1,73346944296535;0,117883104512353;1,74607795695349;0,115060194612076;0,143376427865753;0,930821067612959;0,000695835617468011;0,999652142707648;0,149807055229262;0,999314199825979;0,206701945032813;0,996946483614624
RF3250;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;7;0;NA;17,295427;NA;0;3;3;0;0;0;r.REG6_Lundi;0,003232;0,7708;r.REG6_Mardi;0,005604;1,1542;r.REG6_Mercredi;0,010393;2,1389;r.REG6_Jeudi;0,010674;2,1409;r.REG6_Vendredi;0,009441;1,8878;r.REG6_Samedi;-0,012524;-2,5986;AO (3-2020);-0,126327;-3,8187;AO (4-2020);-0,352237;-10,4992;AO (5-2020);-0,240003;-7,0535;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;13;266,904956084;-374,241396358;0,169616507;774,482792715;812,81667129;777,348934447;-6,301804068;790,060355183;128;154;-3,32961726;0;FullResiduals;0,040933;-0,032791;0,8737;3,197499;0,6321;0,969088;16,528511;18,265574;0,6901;0,21597;14,96238;16,402352;0,194826;-0,53608;2,595143;1,178482;5,923478;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,608112;-8,3566;0;NA;NA;NA;-0,823591;-8,9762;0;Multiplicative;1;0,064430399;0,91190825;0,012676958;0,041461101;0,082497533;1,112974241;0,996919797;0,949910905;0,225850048;257,970257;187,713858;109,333333;128,546467;259,311858;At.AT.AT.AT.At.AT;Present;0,06808197;0;Present;ProbablyNone;0,124983756;0;0,21597;0,879895;12,609584;12,006993;0,78882;A-.--.--.--.--.--;None;None;0,499301288;0,555289671;0,422048;0,9441;0;1;1,264703;1,141026;0,416619;--.--.--.--.--.--;None;None;0,2656206;0,931325096;0,381611;0,9613;0;1;3,301578;4,512821;0,390156;--.--.--.--.--.--;None;None;0,017191207;0,974330824;-0,478778565;0,571619;0,571619;0,680894;0,680894;0,538783;0,538783;2,521577428;5,256282202;13;S3X5;0,251387269;0,138168113;0,760788714;0,472486821;0,780333808;0,502512881;0,159483733;0,248181657;0,153012595;0,226634153;0,216939429;0,364836656;0,39285187;Good;0,571618761917553;0,752439273715203;0,680893519250411;0,665300849399454;0;1;0;1;0,38161091208764;0,961264230134264;0,422047638107401;0,94408682282942
RF3299;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;1;0;NA;NA;NA;0;3;1;0;2;0;r.REG1_Semaine;0,938976;6,7519;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;TC (2-2020);20,589386;4,1568;AO (4-2020);-12,373349;-2,2792;TC (5-2020);-20,612322;-4,0057;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;7;-471,923747688;-471,923747688;6583,746789935;957,847495376;978,488814609;958,689600639;4,05418492;966,235413628;134;154;6,939636983;0;FullResiduals;0,714227;0,055957;0,7862;3,248554;0,5469;1,256463;18,200004;21,746901;0,4751;0,043595;16,236219;19,133026;0,039327;-0,13402;6,371448;1,099384;4,092729;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,646224;-8,9567;0;NA;NA;NA;-0,310361;-3,1567;0,002;Additive;1;0,231635975;0,6748477;0,03406966;0,033360379;0,02954947;1,003463184;0,402484702;0,77776666;0,362110412;213,38371;51,236199;99,192308;117,720871;65,814405;A-.A-.AT.At.At.AT;Present;0,506089068;0;Present;ProbablyNone;0,289564774;0;0,043595;0,33282;5,319403;5,783217;0,407581;--.--.--.at.--.a-;None;None;0,834569951;0,985920367;0,478568;0,9138;2,322771;0,3131;1,445403;0,961538;0,432959;--.--.--.--.--.--;None;None;0,32415651;0,923810197;0,295508;0,9858;1,428543;0,4895;2,15146;4,807692;0,302795;--.--.--.--.--.--;None;None;0,336560373;0,942685844;-0,435792806;0,520889;0,520889;0,554269;0,554269;0,56785;0,56785;3,308476906;3,487592133;13;S3X5;0,865441095;0,351070549;1,154238453;0,770899551;0,986629032;0,204963147;0,310816831;0,692247663;0,449829513;0,85010986;0,77345819;0,632118341;0,666854585;Good;0,520889266408175;0,791792687910829;0,554269472181482;0,766030774346698;1,42854335101752;0,489548532171362;2,32277128842836;0,31305210137917;0,295507880471185;0,98578343696934;0,478567701335159;0,91378066535233
RF3311;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;7;0;NA;7,28029;NA;0;8;8;0;0;0;r.REG6_Lundi;-0,00199;-0,2483;r.REG6_Mardi;0,011544;1,2586;r.REG6_Mercredi;-0,010269;-1,1419;r.REG6_Jeudi;0,026864;2,9161;r.REG6_Vendredi;0,013752;1,4656;r.REG6_Samedi;-0,002745;-0,3011;AO (11-2018);0,254761;4,1879;AO (3-2020);-0,155993;-2,5276;AO (4-2020);-0,383169;-6,1891;AO (5-2020);-0,473823;-7,4072;AO (6-2020);-0,165809;-2,6881;AO (8-2020);-0,053276;-0,8449;AO (2-2021);0,092688;1,5249;AO (8-2021);-0,068106;-1,0974;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;18;178,098410065;-471,976633371;0,634911107;979,953266742;1033,030944769;985,559824119;-4,806371176;1001,52219939;123;154;-1,894462001;0;FullResiduals;-0,118182;-0,044347;0,8298;2,903037;0,8142;0,084885;15,137183;38,197684;0,0174;0,379715;13,685417;33,788249;0,34254;0,6701;2,605629;0,114172;2,014928;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,754894;-11,528;0;NA;NA;NA;-0,564638;-4,9983;0;Multiplicative;1;0,135274984;0,658928484;0,073331068;0,098303013;0,300329399;1,266166948;0,226817921;0,009563115;0,126758594;144,714382;23,845304;91,448718;103,88537;27,10644;aT.At.AT.At.--.--;Present;0,238177342;0;Present;Present;0,076800632;0;0,379715;0,598503;6,415974;5,265734;0,609065;A-.--.--.a-.--.--;None;None;0,013648097;0,808738315;0,372857;0,9645;0;1;1,951217;1,474359;0,45219;--.--.--.--.--.-t;None;None;0,384962689;0,936972736;0,388051;0,9588;0;1;4,501763;3,5;0,614552;--.--.--.--.--.-t;None;None;0,013948837;0,953585425;-0,525483583;0,353964;0,353964;0,470522;0,470522;0,551477;0,551477;3,774534381;3,78212596;23;S3X5;0,85984215;1,048079884;1,387267191;0,19894182;3;0,087149616;0,443115927;0,931339719;0,48619933;0,855786472;0,853246843;0,941979961;0,928866488;Good;0,35396414815254;0,906657117822263;0,470522339491404;0,82934344105773;0;1;0;1;0,388051313321147;0,958780129622249;0,372856713029949;0,964489537000823
RF3312;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;5;0;NA;20,070221;NA;0;3;3;0;0;0;r.REG5_Lundi;-0,085236;-0,2565;r.REG5_Mardi;0,655464;1,6938;r.REG5_Mercredi;0,37666;0,9765;r.REG5_Jeudi;1,490378;3,8211;r.REG5_Vendredi;0,339569;0,9666;;NA;NA;AO (3-2020);-15,363992;-5,8283;AO (4-2020);-28,803089;-10,7249;AO (5-2020);-14,764771;-5,5327;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;11;-351,183101385;-351,183101385;965,689905955;724,36620277;756,802561564;726,412714398;2,275058763;737,547217166;130;154;5,367394054;0;FullResiduals;0,64423;0,164687;0,4247;2,995946;0,9922;0,760783;15,263282;26,82231;0,2181;0;13,824681;24,457868;0;-1,139171;4,418997;-0,760097;5,346524;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,583465;-7,0537;0;NA;NA;NA;-0,999798;-7,3353;0;Additive;1;0,165126027;0,747150773;0,027841956;0,070995686;0,177171475;1,188285917;0,534748547;0,916952889;0,279134394;211,945622;77,113917;118,589744;136,975198;112,068788;AT.At.AT.AT.At.AT;Present;0,064820243;0;Present;Present;0,196567473;0;0;0,923498;8,075703;8,230769;0,723143;A-.--.--.--.--.--;None;None;0,107147391;0,560510859;0,390656;0,9577;0;1;0,914982;1,512821;0,402168;--.--.--.--.--.--;None;None;0,169521043;0,987118764;0,372493;0,9646;0;1;2,274983;3,435897;0,390682;--.--.--.--.--.--;None;None;0,160296539;0,999311639;-0,324960852;0,472439;0,472439;0,598766;0,598766;0,407868;0,407868;2,899093168;5,410134095;13;S3X5;0,588639355;0,338368877;0,949546584;0,472486821;1,111126827;0,564053638;0,224812012;0,373423839;0,155097737;0,33434535;0,291139596;0,509949501;0,531156095;Good;0,472438872987175;0,827950243771653;0,59876618102764;0,730968073172743;0;1;0;1;0,372493405025216;0,964619644483497;0,390656251951233;0,95774845438648
