;period;start;end;n;missing;start;end;n;missing;log;adjust;mean;nlp;lp;ntd;nmh;td-derived;td-ftest;easter;leaster;nout;nao;nls;ntc;nso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;outlier(1);;;outlier(2);;;outlier(3);;;outlier(4);;;outlier(5);;;outlier(6);;;outlier(7);;;outlier(8);;;outlier(9);;;outlier(10);;;outlier(11);;;outlier(12);;;outlier(13);;;outlier(14);;;outlier(15);;;outlier(16);;;outlier(17);;;outlier(18);;;outlier(19);;;outlier(20);;;outlier(21);;;outlier(22);;;outlier(23);;;outlier(24);;;outlier(25);;;outlier(26);;;outlier(27);;;outlier(28);;;outlier(29);;;outlier(30);;;nusers;mu;;;neffectiveobs;nparams;ll;adjustedll;ssqerr;aic;bic;aicc;bicc;hannanquinn;df;nobs;bic2;ser;type;mean;skewness;;kurtosis;;doornikhansen;lb;lb2;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;p;d;q;bp;bd;bq;phi(1);;;phi(2);;;phi(3);;;bphi(1);;;theta(1);;;theta(2);;;btheta(1);;;mode;seasonal;cycle;seasonality;irregular;tdh;others;total;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-qs;seas-lin-f;seas-lin-friedman;seas-lin-kw;seas-lin-periodogram;seas-lin-spectralpeaks;seas-lin-combined;seas-lin-evolutive;seas-lin-stable;seas-si-combined;seas-si-combined3;seas-si-evolutive;seas-si-stable;seas-res-qs;seas-res-f;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;;seas-i-qs;;seas-i-kw;seas-i-friedman;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;;seas-sa-qs;;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;icratio;d9-global-msr;trend-filter;seasonal-filters;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;summary;f-test on sa (td);;f-test on i (td);;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);
RF2899;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;5;3;0;2;0;r.REG1_Semaine;0,01069;7,1864;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;TC (7-2012);0,362062;5,9276;AO (12-2012);0,281666;4,5825;TC (8-2014);-0,440165;-7,3688;AO (3-2020);-0,331531;-5,5117;AO (4-2020);-0,406305;-6,7304;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;9;175,398701196;-484,819969253;0,618496103;987,639938507;1014,17877752;989,013984308;-5,148443575;998,424404831;132;154;-2,172046549;0;FullResiduals;0,880715;0,064038;0,7562;2,713849;0,4879;0,246118;21,559198;21,370757;0,4979;0;19,000334;19,233215;0;-0,33505;3,624113;-0,92472;18,652686;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,577239;-7,3198;0;NA;NA;NA;-0,834372;-9,6769;0;Multiplicative;1;0,248447851;0,665064951;0,030096941;0,032861322;0,230510299;1,206981365;0,42897816;0,782668167;0,959866277;211,81521;63,039207;111,24359;127,194247;96,138141;at.AT.AT.AT.AT.At;Present;0,090205576;0;Present;ProbablyNone;0,130329653;0;0;0,937392;10,302272;16,244755;1,145004;--.--.a-.--.--.--;None;None;0,003077353;0,493141603;0,163424;0,999;0;1;1,503477;1,769231;0,166354;--.--.--.--.--.--;None;None;0,018364182;0,99928659;0,135477;0,9996;0;1;1,563982;2,012821;0,156285;--.--.--.--.--.--;None;None;0,001188487;0,999959703;-0,348094281;1,225284;1,225284;1,268931;1,268931;0,999156;0,999156;2,243578202;5,004882368;13;S3X5;0,494140726;0,39112858;0,621789101;0,248677274;0,809466775;0,401952947;0,254111283;0,375287341;0,28106158;0,402885411;0,357883822;0,425863173;0,430156213;Good;1,22528443996448;0,296597091979141;1,26893069792959;0,275213924425183;0;1;0;1;0,135476757967358;0,999578070336268;0,163424051784512;0,99896766314289
RF2910;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;7;0;NA;15,06881;NA;0;9;6;3;0;0;r.LY;0,087065;2,6237;r.REG6_Lundi;0,007107;0,9407;r.REG6_Mardi;0,043838;4,767;r.REG6_Mercredi;-0,013264;-1,4738;r.REG6_Jeudi;0,017401;1,951;r.REG6_Vendredi;0,000716;0,0789;AO (8-2013);-0,223165;-3,8722;LS (3-2020);-0,609194;-8,7137;AO (4-2020);-3,761617;-51,377;AO (5-2020);-0,467421;-5,4614;AO (6-2020);0,19374;2,0691;AO (7-2020);0,433816;4,1056;AO (8-2020);0,488041;4,3728;LS (9-2020);0,708356;6,0522;LS (5-2022);0,251742;3,8954;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;19;177,584193754;-485,774868649;0,618130557;1009,549737299;1065,576175216;1015,830729034;-4,798058895;1032,316943983;122;154;-1,852070564;0;FullResiduals;0,512661;0,283889;0,1688;3,381347;0,3553;2,821593;15,057705;24,461038;0,3235;0,221001;13,267641;21,731042;0,196926;0,26804;2,465019;-0,352218;23,427935;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,364399;-4,3883;0;NA;NA;NA;-0,755804;-9,146;0;Multiplicative;1;0,219780514;0,661518116;0,004451427;0,013016991;1,296924073;2,195691121;0,513948377;0,792312642;0,253298567;260,714071;352,636807;118,320513;134,311218;530,835322;At.At.AT.AT.At.AT;Present;0,41411303;0;Present;ProbablyNone;0,308759525;0;0,221001;1,182875;13,478288;15,573427;1,278881;--.--.--.--.--.--;None;None;0,209879973;0,292261156;0,333509;0,9769;0;1;1,523351;4,487179;0,340169;--.--.--.--.a-.--;None;None;0,595939175;0,981338918;0,426128;0,9421;0;1;3,316037;4,820513;0,439231;--.--.--.--.a-.--;None;None;0,04046066;0,997001634;-0,34812958;0,3149;0,3149;0,440264;0,440264;0,639506;0,639506;2,105967847;4,278652692;13;S3X5;0,082811448;3;0,552983924;0,124338637;0,624310982;0,111461077;0,143630624;0,289740822;0,217555699;0,309646513;0,301512215;0,569157562;0,268716361;Good;0,314900388386832;0,928412642829782;0,44026379508297;0,850894818424082;0;1;0;1;0,426127567953756;0,942143991486879;0,333508580763637;0,976885920887531
RF2920;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;6;0;NA;22,72215;NA;0;6;5;0;1;0;r.REG6_Lundi;1,324821;2,3669;r.REG6_Mardi;0,980422;1,4947;r.REG6_Mercredi;1,552515;2,3162;r.REG6_Jeudi;1,812203;2,7119;r.REG6_Vendredi;0,017379;0,0258;r.REG6_Samedi;-2,318636;-3,5789;TC (2-2019);17,907245;3,7885;AO (7-2019);-17,389003;-3,9562;AO (3-2020);-52,137795;-11,2834;AO (4-2020);-70,505535;-14,6243;AO (5-2020);-19,778975;-4,1516;AO (11-2022);16,719402;3,7129;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;15;-439,000378438;-439,000378438;4007,504692704;908,000756876;952,232155232;911,840756876;3,838530395;925,974867416;126;154;6,753419541;0;FullResiduals;0,451723;0,182464;0,3764;3,219127;0,5953;1,499853;20,104315;15,788678;0,8262;0,428947;17,747766;13,990452;0,386952;0,46907;1,467139;-0,23887;2,723997;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,388058;-4,3128;0;NA;NA;NA;-0,616875;-5,1274;0;Additive;1;0,261019521;0,683964172;0,006349556;0,027440667;0,128502885;1,1072768;0,620333349;0,78313697;0,062172493;261,899655;166,367696;117,807692;134,397344;244,748576;At.At.AT.At.At.AT;Present;0,039834979;0;Present;ProbablyNone;0,005299929;0;0,428947;0,429171;3,752363;1,167832;0,409258;--.--.--.--.--.--;None;None;0,17113589;0,941010933;0,45662;0,9264;0,00184;0,9991;1,937392;2,192308;0,448633;--.--.--.--.--.--;None;None;0,356393731;0,913943004;0,332133;0,9773;0;1;3,899375;4,666667;0,348036;--.--.--.--.--.--;None;None;0,005088268;0,991890822;-0,352731281;0,510161;0,510161;0,49568;0,49568;0,450852;0,450852;2,221474268;3,857930537;13;S3X5;0,123328411;0,072858026;0,610737134;0,248677274;0,622851605;0,056827785;0,156736975;0,284264132;0,12518858;0,404447459;0,372802583;0,263475921;0,287035436;Good;0,510161434183569;0,799939939746837;0,495680370634751;0,810817541742452;0;1;0,00183989587036211;0,999080475087191;0,332132866616155;0,97725894618821;0,456619960909467;0,926410776622494
RF2931;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;2;0;NA;24,159127;NA;0;5;4;0;1;0;r.LY;2,559496;0,7873;r.REG1_Semaine;1,04402;6,8791;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-38,330593;-6,2852;AO (4-2020);-91,991281;-15,0536;AO (5-2020);-66,425502;-10,7437;AO (6-2020);-24,375866;-4,0329;TC (10-2020);27,734503;4,7829;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;11;-471,939685998;-471,939685998;5977,162368487;965,879371995;998,31573079;967,925883623;4,097917202;979,060386391;130;154;7,08025341;0;FullResiduals;0,711329;0,031649;0,8781;3,082526;0,8415;0,482012;24,053899;15,302177;0,8075;0,076758;21,145252;13,919224;0,069243;-0,938141;27,283293;-0,760097;11,697494;2;1;0;0;1;1;0,476432;5,9008;0;0,386906;4,8569;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,846732;-9,2674;0;Additive;1;0,25478971;0,636047112;0,031055273;0,034963898;0,405187205;1,362043198;0,828753296;0,155533628;0,259675883;192,699849;53,503433;103,371795;123,019317;77,257017;At.AT.AT.At.AT.AT;Present;0,896321906;0;Present;ProbablyNone;0,841183484;0;0,076758;0,952863;10,616753;9,27972;0,868454;--.--.--.--.a-.--;None;None;0,493320157;0,46282326;0,265143;0,991;0;1;1,06131;2,269231;0,290955;--.--.--.--.--.-t;None;None;0,243231315;0,983954997;0,305756;0,9837;0;1;1,926433;2,858974;0,342184;--.--.--.--.--.-t;None;None;0,139233921;0,973251352;-0,339197148;0,573493;0,573493;0,699644;0,699644;0,368071;0,368071;2,576320776;5,397801593;13;S3X5;0,373283733;0,522101635;0,788160388;0,397883639;0,793341463;0,559120637;0,212283486;0,366876427;0,219261759;0,483619742;0,453057384;0,465293693;0,458272487;Good;0,573493293752395;0,750963990728113;0,699644248862257;0,650312801015449;0;1;0;1;0,305755619998048;0,98366362424984;0,265143127685942;0,990952599578239
RF2932;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;2;0;NA;79,336517;NA;0;8;6;2;0;0;r.LY;0,035836;1,7801;r.REG1_Semaine;0,01053;12,4214;;NA;NA;;NA;NA;;NA;NA;;NA;NA;AO (3-2020);-0,431536;-10,6069;AO (4-2020);-2,192847;-48,6701;AO (5-2020);-0,968662;-20,5053;AO (6-2020);-0,368266;-7,8664;AO (7-2020);-0,202894;-4,5525;AO (8-2020);-0,132589;-3,3333;LS (5-2021);-0,179918;-4,438;LS (8-2022);0,159872;3,9272;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;13;235,914529899;-437,268092675;0,276701742;900,536185349;938,870063924;903,402327082;-5,812403931;916,113747817;128;154;-2,890036746;0;FullResiduals;-0,118082;0,16312;0,4291;2,851445;0,7188;0,697025;16,664306;17,279999;0,7477;0,002003;15,255822;15,390388;0,001807;-0,53608;2,464778;-0,224739;11,24259;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,340692;-3,5542;5e-04;NA;NA;NA;-0,659193;-8,4795;0;Multiplicative;1;0,182562431;0,678884268;0,006123512;0,025488772;1,098804331;1,991863313;0,751173185;0,326489457;0,219364979;249,525719;211,945018;120,666667;138,048791;345,05442;At.At.AT.At.At.AT;Present;0,282378292;0;Present;ProbablyNone;0,149846183;0;0,002003;0,76903;8,691721;8,86014;1,0833;--.--.--.--.--.--;None;None;0,05793616;0,698760414;0,185024;0,9982;0;1;0,513944;1,807692;0,184929;-t.--.--.--.--.--;None;None;0,792946923;0,998125465;0,19972;0,9974;0;1;1,453857;3,141026;0,208602;--.--.--.--.--.--;None;None;0,249227869;0,999507142;-0,31029093;0,774011;0,774011;0,676989;0,676989;0,769998;0,769998;1,960990575;3,51400211;13;S3X5;0,113698899;3;0,480495287;0,09947091;0,688227684;0,194399156;0,162480978;0,310122313;0,233354754;0,364370008;0,35324616;0,58851667;0,290468168;Good;0,774010731893772;0,591547081317467;0,67698931045799;0,668425899871413;0;1;0;1;0,199720492260073;0,997392117155704;0,185023628168051;0,998160644974906
RF3011;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;7;0;NA;3,132244;NA;0;3;3;0;0;0;r.REG6_Lundi;0,010939;0,9651;r.REG6_Mardi;-0,007126;-0,5526;r.REG6_Mercredi;-0,009501;-0,7507;r.REG6_Jeudi;0,002238;0,1719;r.REG6_Vendredi;0,030711;2,3483;r.REG6_Samedi;0,003712;0,2862;AO (3-2020);-0,295612;-3,3789;AO (4-2020);-0,719507;-8,1666;AO (5-2020);-0,119789;-1,3238;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;13;121,252682896;-490,298742063;1,436480694;1006,597484127;1044,931362701;1009,463625859;-4,165392676;1022,175046594;128;154;-1,263627569;0;FullResiduals;0,973603;0,364611;0,0771;3,053281;0,8972;3,348183;16,681228;24,113325;0,3413;3,016825;15,163725;21,658321;2,721472;-0,33505;1,678144;-0,012062;10,112598;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,750975;-14,0042;0;NA;NA;NA;-0,483681;-4,1787;1e-04;Multiplicative;1;0,157025057;0,793124898;0,037457169;0,01654081;0,075822551;1,079970485;0,410397466;0,804293591;0,585767713;200,405786;58,816674;108,5;124,506911;75,843153;At.At.AT.At.-t.AT;Present;0,604806083;0;Present;ProbablyNone;0,473392333;0;3,016825;0,589962;6,89453;7,461538;0,727459;--.--.--.--.-t.--;None;None;0,04237735;0,766226205;0,907619;0,5351;1,54142;0,4627;3,563762;4,307692;0,947688;--.--.--.--.--.--;None;None;0,008026405;0,409714984;0,989846;0,459;1,318008;0,5174;6,305606;3,051282;1,030016;--.--.--.--.--.--;None;None;0,188987866;0,65605255;-0,499775565;0,456679;0,456679;0,485065;0,485065;0,922957;0,922957;5,133287382;4,93350265;23;S3X5;0,548719222;0,40530278;2,066643691;0,024867727;2,060778162;0,37340106;0,266120799;0,534834959;0,369374545;0,509108294;0,473929601;0,722652644;0,761875661;Good;0,456678593871802;0,839310597441349;0,485064898989008;0,818695563673143;1,31800780334213;0,517366425740471;1,54142045071813;0,462684341437433;0,989846426484719;0,459022048708033;0,907619221039402;0,535115350858468
RF3012;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;6;0;NA;18,662287;NA;0;12;11;0;1;0;r.REG6_Lundi;1,162813;1,9351;r.REG6_Mardi;1,577637;2,231;r.REG6_Mercredi;1,690084;2,5012;r.REG6_Jeudi;1,647543;2,4393;r.REG6_Vendredi;-0,659179;-0,9534;r.REG6_Samedi;-1,779399;-2,6011;AO (8-2019);-12,952941;-2,8129;AO (3-2020);-66,32815;-12,7063;AO (4-2020);-112,000489;-21,3034;AO (5-2020);-33,862993;-6,135;AO (6-2020);-27,163736;-5,0809;AO (7-2020);-30,8851;-5,8952;AO (9-2020);30,385287;1,7687;TC (9-2020);-80,633958;-4,3946;AO (10-2020);17,711793;1,5609;AO (11-2020);11,784518;1,5877;AO (3-2021);-22,833748;-4,7638;AO (8-2024);26,067358;4,5691;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;21;-454,660081115;-454,660081115;5189,615129323;951,320162229;1013,244119927;959,084868111;4,307606684;976,483916985;120;154;7,18612851;0;FullResiduals;-0,425809;-0,235724;0,2532;3,389422;0,3452;2,576608;27,68207;18,841268;0,6551;0,012099;24,64378;17,134801;0,010914;1,474221;18,185314;-0,23887;16,76676;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,412761;-5,8402;0;NA;NA;NA;-0,220007;-2,1869;0,0307;Additive;1;0,140047104;0,821879723;0,002710296;0,015070256;0,191355947;1,171063326;0,511855556;0,001442694;0,08634336;271,843563;197,952751;120,910256;139,329501;310,805057;At.At.AT.At.At.AT;Present;0,007228375;0;Present;ProbablyNone;0,054238337;0;0,012099;0,77364;9,206836;9,769231;0,880211;--.--.--.A-.--.--;None;None;0,159632036;0,650011063;0,633819;0,7972;10,228885;0,006;1,712745;3,448718;0,630332;-t.--.--.A-.--.--;None;None;0,331880644;0,557827444;0,539442;0,8733;4,382389;0,1118;2,638855;2,884615;0,548781;--.--.--.a-.--.--;None;None;0,401491396;0,77595333;-0,375677399;0,76395;0,76395;0,604376;0,604376;0,685974;0,685974;1,453265525;2,802015072;13;S3X3;0,061900923;0,033516549;0,226632763;0,19894182;0,546113589;0,479193971;0,136393366;0,309909115;0,188129889;0,231762107;0,167139955;0,20433072;0,228114972;Good;0,763950361557698;0,599408422461559;0,604376211386606;0,726506856193678;4,38238915101592;0,111783135431909;10,2288850700275;0,00600932689017808;0,539442361177581;0,873336087046424;0,633819002797996;0,797195448579717
RF3020;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;6;0;NA;31,005607;NA;0;4;4;0;0;0;r.LY;0,0391;1,6368;r.REG5_Lundi;-0,001354;-0,252;r.REG5_Mardi;0,022221;3,4528;r.REG5_Mercredi;0,006033;0,9494;r.REG5_Jeudi;0,022119;3,5255;r.REG5_Vendredi;0,015321;2,7004;AO (5-2018);-0,19832;-4,677;AO (3-2020);-0,24718;-5,7901;AO (4-2020);-0,461651;-10,6149;AO (5-2020);-0,556044;-12,8337;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;13;231,870699174;-396,959424427;0,261880008;819,918848854;858,252727429;822,784990586;-5,867457702;835,496411322;128;154;-2,832677445;0;FullResiduals;0,45286;-0,223013;0,2797;3,664715;0,1071;4,38396;32,651955;23,1756;0,3919;0;29,085843;20,979702;0;1,675251;4,265867;-1,070961;9,60112;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,58155;-7,8658;0;NA;NA;NA;-0,934149;-4,8934;0;Multiplicative;1;0,055775622;0,905221217;0,005817961;0,033189004;0,082565383;1,082569187;0,974271707;0,29142408;0,82211562;261,132614;275,145261;121,782051;139,799122;501,3135;At.At.AT.AT.At.AT;Present;0,484794396;0;Present;ProbablyNone;0,333409928;0;0;1,281078;16,181877;16,020979;1,374468;--.A-.--.--.--.--;None;None;0,363031484;0,242744438;0,603149;0,8235;0;1;2,354684;2,115385;0,497203;-t.--.--.--.--.-t;None;None;0,487449531;0,818494415;0,258194;0,9919;0;1;2,103687;2,179487;0,269709;--.--.--.--.--.-t;None;None;0,001628718;0,862628374;-0,472655405;1,238364;1,238364;1,278306;1,278306;0,812329;0,812329;3,168846826;5,017219326;13;S3X5;0,081251256;0,063415541;1,084423413;0,19894182;1,000945507;0,40688773;0,118721586;0,208350684;0,129297839;0,189556584;0,180874222;0,350073815;0,38550349;Good;1,23836435671253;0,290054899460421;1,27830636890569;0,270786142733999;0;1;0;1;0,258194001732795;0,991918364858694;0,60314858901138;0,823470911971164
RF3030;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;0;None;0;0;NA;1;0;NA;NA;NA;0;2;1;1;0;0;r.REG1_Semaine;1,29238;5,901;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (3-2020);-57,422567;-9,9137;AO (4-2020);-16,31171;-1,8775;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;6;-521,496862912;-521,496862912;12704,455996792;1054,993725825;1072,686285167;1055,620591497;4,676436126;1062,183370041;135;154;7,60770415;0;FullResiduals;-0,637275;0,147394;0,4749;2,834614;0,6885;0,577437;24,357275;16,701254;0,7796;0,805976;21,879534;14,923488;0,72707;0,6701;1,165236;0,158015;5,258054;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,78145;-15,5865;0;NA;NA;NA;-0,671897;-6,9926;0;Additive;1;0,030629692;0,204627748;0,019296673;0,012198453;0,765917196;1,032669761;0,461494512;0,967820264;0,814829447;177,705914;26,201368;91,794872;108,859053;36,027137;A-.At.AT.At.At.--;Present;0,19336971;0;Present;Present;0,320869074;0;0,805976;0,48886;3,552306;3,321678;0,462832;--.--.a-.--.--.--;None;None;0,440824554;0,959444629;0,458014;0,9256;0;1;1,379778;3,282051;0,475795;--.--.--.--.--.--;None;None;0,62281583;0,871193623;0,4968;0,9025;0;1;3,390782;3,551282;0,492047;--.--.--.--.--.--;None;None;0,811624697;0,730969961;-0,534532147;0,269438;0,269438;0,254044;0,254044;0,221424;0,221424;5,275130452;4,851839007;23;S3X5;0,890820194;0,824352423;2,137565226;0,497354549;3;0,340735603;0,335460945;0,704625213;0,3886909;0,95551569;0,861683163;1,006982285;1,029554515;Good;0,269438474724323;0,950422115614718;0,254044235263136;0,956997347529015;0;1;0;1;0,496799591942156;0,902481219210724;0,458014380689876;0,925640516716226
RF3091;12;2012-01-01;2024-10-01;154;0;2012-01-01;2024-10-01;154;0;1;None;0;0;NA;1;0;NA;NA;NA;0;11;8;1;2;0;r.REG1_Semaine;0,014307;4,8696;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;LS (8-2012);1,074913;7,1862;AO (8-2015);-0,740633;-6,204;AO (8-2016);-0,496068;-4,1317;TC (8-2018);0,568224;4,225;TC (8-2019);0,31833;2,34;AO (3-2020);-0,518345;-4,1365;AO (4-2020);-1,74423;-12,8109;AO (5-2020);-0,501501;-3,5758;AO (6-2020);0,011675;0,0848;AO (7-2020);0,036232;0,2806;AO (8-2024);0,611807;4,4402;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;;NA;NA;0;;NA;NA;141;15;62,324194835;-525,320616514;3,363899821;1080,641233028;1124,872631383;1084,481233028;-3,244292698;1098,615343568;126;154;-0,357567314;0;FullResiduals;0,3;0,054441;0,7918;3,028315;0,9453;0,34547;22,993424;30,187374;0,114;0,016209;20,600835;26,049406;0,014622;-0,33505;1,252531;-0,079159;3,890652;0;1;1;0;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,398479;-4,9404;0;NA;NA;NA;-0,369926;-4,382;0;Multiplicative;1;0,351065958;0,75871941;0,010840789;0,010724772;0,541453998;1,672804928;0,485064494;0,275002981;0,5682813;227,255597;50,538068;102,717949;113,952485;59,631707;At.AT.AT.At.At.AT;Present;1,132e-06;0;Present;ProbablyNone;8,2e-08;0;0,016209;0,886583;10,047044;10,314685;0,870128;--.-t.--.--.--.--;None;None;0,055522023;0,540910671;0,719386;0,7183;0,701146;0,7043;2,879646;2,435897;0,730505;at.--.--.--.-t.--;None;None;0,6150525;0,527231064;0,742984;0,6956;0,119017;0,9422;6,310284;3,987179;0,770163;--.--.--.--.-t.--;None;None;4,9687e-05;0,949019564;-0,397949856;0,615495;0,615495;0,647874;0,647874;0,7891;0,7891;2,133214125;2,182860082;13;S3X3;0,15196099;0,236416615;0,566607062;0,273545002;0,593663643;0,726855967;0,547124224;0,937925822;0,675284981;1,015477197;0,984409063;0,52939089;0,570184776;Good;0,615495382871913;0,717645998528319;0,647874038666021;0,691749152113281;0,119017037620594;0,942227506899653;0,701146328124408;0,704284303559535;0,74298361440311;0,695574489480229;0,719386113133478;0,718312624106838
