;start;end;n;arima;mean;p;d;q;bp;bd;bq;m7;q;q-m2;mean;;mse;;nout;kurtosis;;;skewness;;;lb2;;;seas-sa-qs;;seas-sa-qs;seas-sa-f;;seas-i-qs;;seas-i-qs;seas-i-f;;td-sa-last;;td-i-last;;lb;;;dh;;;doornikhansen;;
RF2594;2012-01-01;2023-12-01;144;;;1;1;0;0;1;1;0,213360947;0,273408132;0,293965797;;;;;5;3,289863;0,4983;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,439926;0,0398;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;26,726762;0,2218;Chi2 with 22.0 degrees of freedom ;0;1;0;0,312966;0,982;0;1;0;0,443351;0,9335;1,087221;0,3732;1,107197;0,3614;17,233704;0,7503;Chi2 with 22.0 degrees of freedom ;;;;4,32666;0,1149;Chi2 with 2.0 degrees of freedom 
RF2599;2012-01-01;2023-12-01;144;;;1;0;1;0;1;1;0,169613155;0,805595334;0,868641046;;;;;6;4,11368;0,009;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,200777;0,3463;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;31,508055;0,0656;Chi2 with 21.0 degrees of freedom ;0;1;0;0,175808;0,9985;0;1;0;0,262539;0,9913;0,536373;0,7798;0,589008;0,7387;24,093077;0,2886;Chi2 with 21.0 degrees of freedom ;;;;8,48178;0,0144;Chi2 with 2.0 degrees of freedom 
RF2611;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,512071712;0,672061521;0,727918972;;;;;10;3,682963;0,1106;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,313922;0,1424;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;29,143167;0,1408;Chi2 with 22.0 degrees of freedom ;0;1;0;0,396251;0,9555;0;1;0;0,423448;0,9434;1,292971;0,2645;1,303989;0,2595;26,696041;0,223;Chi2 with 22.0 degrees of freedom ;;;;4,518593;0,1044;Chi2 with 2.0 degrees of freedom 
RF2612;2012-01-01;2023-12-01;144;;;0;1;1;1;1;1;0,172288673;0,322217056;0,334596227;;;;;11;3,132328;0,7572;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,145675;0,4961;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;25,782608;0,2149;Chi2 with 21.0 degrees of freedom ;0;1;0;0,266561;0,9907;0;1;0;0,582134;0,8406;0,564472;0,758;0,667916;0,6757;23,057838;0,3409;Chi2 with 21.0 degrees of freedom ;;;;0,967585;0,6164;Chi2 with 2.0 degrees of freedom 
RF2620;2012-01-01;2023-12-01;144;;;2;1;0;0;1;1;0,526541981;0,874829348;0,864090611;;;;;1;2,691196;0,4706;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,006552;0,9756;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,182998;0,7;Chi2 with 21.0 degrees of freedom ;0;1;0;0,649545;0,7832;0;1;0;1,248413;0,262;2,373877;0,0327;2,575806;0,0215;22,735821;0,3582;Chi2 with 21.0 degrees of freedom ;;;;0,138499;0,9331;Chi2 with 2.0 degrees of freedom 
RF2630;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,392283904;0,564391255;0,58391236;;;;;6;3,374082;0,3821;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,154947;0,4691;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;15,169646;0,8549;Chi2 with 22.0 degrees of freedom ;0;1;0;0,630614;0,8;0;1;0;0,507662;0,8954;0,749166;0,6111;0,91269;0,4879;16,451116;0,7929;Chi2 with 22.0 degrees of freedom ;;;;2,132605;0,3443;Chi2 with 2.0 degrees of freedom 
RF2640;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,740432786;0,87503443;0,859814108;;;;;6;2,640999;0,4016;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,219448;0,3052;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;12,259788;0,9518;Chi2 with 22.0 degrees of freedom ;0;1;0;0,264627;0,991;0;1;0;0,709061;0,7281;2,171562;0,0494;2,195976;0,047;32,040898;0,0767;Chi2 with 22.0 degrees of freedom ;;;;1,887751;0,3891;Chi2 with 2.0 degrees of freedom 
RF2651;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,215133244;0,734343931;0,789616205;;;;;9;3,026454;0,9507;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,14908;0,4861;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,012982;0,6445;Chi2 with 22.0 degrees of freedom ;0;1;0;0,792986;0,6467;0;1;0;1,066599;0,3932;0,784351;0,5836;0,758791;0,6035;30,010205;0,1182;Chi2 with 22.0 degrees of freedom ;;;;0,69106;0,7078;Chi2 with 2.0 degrees of freedom 
RF2652;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,502539237;1,350115425;1,120384661;;;;;5;3,284467;0,5063;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,098033;0,6469;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;81,491477;0;Chi2 with 22.0 degrees of freedom ;0;1;0;0,221239;0,9959;0;1;0;0,242903;0,9938;0,14608;0,9896;0,132178;0,992;27,968677;0,1767;Chi2 with 22.0 degrees of freedom ;;;;1,502204;0,4718;Chi2 with 2.0 degrees of freedom 
RF2660;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,550020736;0,984802916;1,105431093;;;;;7;3,865208;0,0432;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,400663;0,0612;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;21,804632;0,4716;Chi2 with 22.0 degrees of freedom ;13,146466;0,0014;13,146466;0,345493;0,9735;9,675361;0,0079;9,675361;0,454617;0,9275;0,323687;0,9236;0,353956;0,9066;21,344489;0,4995;Chi2 with 22.0 degrees of freedom ;;;;5,962068;0,0507;Chi2 with 2.0 degrees of freedom 
RF2670;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,328237932;1,282438483;1,204708902;;;;;11;3,011604;0,9784;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,482166;0,0243;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;26,628671;0,2257;Chi2 with 22.0 degrees of freedom ;0;1;0;0,230189;0,9951;0;1;0;0,310623;0,9826;1,040409;0,402;1,032892;0,4067;32,89012;0,0634;Chi2 with 22.0 degrees of freedom ;;;;6,245183;0,044;Chi2 with 2.0 degrees of freedom 
RF2711;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,316365398;0,64032758;0,631054439;;;;;4;2,579834;0,3263;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,189361;0,3763;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;28,050052;0,174;Chi2 with 22.0 degrees of freedom ;0;1;0;0,380361;0,9617;0;1;0;0,402613;0,9528;0,436251;0,8536;0,507653;0,8017;34,004753;0,0491;Chi2 with 22.0 degrees of freedom ;;;;1,782529;0,4101;Chi2 with 2.0 degrees of freedom 
RF2712;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,344426231;1,025591673;1,050926244;;;;;4;3,885482;0,0386;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,60517;0,0047;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,271862;0,6285;Chi2 with 22.0 degrees of freedom ;0;1;0;0,864958;0,5762;0;1;0;0,79887;0,6409;0,300064;0,9359;0,370461;0,8967;35,571961;0,0337;Chi2 with 22.0 degrees of freedom ;;;;7,8452;0,0198;Chi2 with 2.0 degrees of freedom 
RF2720;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,391433136;1,044701055;1,033956285;;;;;2;3,2767;0,518;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,299698;0,1614;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;14,575976;0,8798;Chi2 with 22.0 degrees of freedom ;0;1;0;0,287315;0,9873;0;1;0;0,37949;0,962;1,130483;0,3479;1,373965;0,2294;19,588796;0,6087;Chi2 with 22.0 degrees of freedom ;;;;2,441502;0,295;Chi2 with 2.0 degrees of freedom 
RF2731;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,649586893;1,519781302;1,313674901;;;;;3;3,389971;0,3622;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,244258;0,2537;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;26,152875;0,2452;Chi2 with 22.0 degrees of freedom ;0;1;0;0,18847;0,998;0;1;0;0,321823;0,9799;1,149199;0,3374;1,430622;0,2073;25,887389;0,2565;Chi2 with 22.0 degrees of freedom ;;;;2,530836;0,2821;Chi2 with 2.0 degrees of freedom 
RF2732;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,191857072;0,509275963;0,548723699;;;;;7;3,086741;0,8394;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,347935;0,104;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;22,03748;0,4577;Chi2 with 22.0 degrees of freedom ;0;1;0;0,193145;0,9978;0;1;0;0,361894;0,9683;1,246789;0,2864;1,425219;0,2093;23,384079;0,3803;Chi2 with 22.0 degrees of freedom ;;;;2,789023;0,248;Chi2 with 2.0 degrees of freedom 
RF2733;2012-01-01;2023-12-01;144;;;2;1;0;0;1;1;0,257402632;0,460406263;0,494835118;;;;;9;3,332823;0,4368;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,080668;0,7062;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;23,055876;0,341;Chi2 with 21.0 degrees of freedom ;0;1;0;0,462229;0,9233;0;1;0;0,59168;0,8329;0,491632;0,8137;0,666683;0,6767;20,186127;0,5095;Chi2 with 21.0 degrees of freedom ;;;;1,74979;0,4169;Chi2 with 2.0 degrees of freedom 
RF2740;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,188022361;0,575651532;0,276012957;;;;;21;3,839945;0,0497;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,207306;0,3327;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;15,990884;0,8163;Chi2 with 22.0 degrees of freedom ;0;1;0;0,615206;0,8133;0;1;0;0,585059;0,8383;0,238613;0,9631;0,153064;0,9882;14,919472;0,8657;Chi2 with 22.0 degrees of freedom ;;;;5,708901;0,0576;Chi2 with 2.0 degrees of freedom 
RF2751;2013-01-01;2023-12-01;132;;;1;0;0;0;1;1;0,219541334;0,479104489;0,477477461;;;;;5;3,428523;0,338;Normal with Mean = 3.0 and Stdev = 0.4472135954999579;0,172896;0,4394;Normal with Mean = 0.0 and Stdev = 0.22360679774997896;40,599039;0,0092;Chi2 with 22.0 degrees of freedom ;0;1;0;0,311406;0,9823;0;1;0;0,352236;0,9712;0,879439;0,5122;0,748154;0,612;25,747482;0,2627;Chi2 with 22.0 degrees of freedom ;;;;2,431363;0,2965;Chi2 with 2.0 degrees of freedom 
RF2752;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,259646083;0,407374582;0,408725242;;;;;9;4,019472;0,0172;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,113614;0,5955;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,39415;0,6824;Chi2 with 22.0 degrees of freedom ;0;1;0;0,32363;0,9795;0,213789;0,8986;0,213789;0,404603;0,9519;0,952639;0,4599;0,829139;0,5493;19,548926;0,6112;Chi2 with 22.0 degrees of freedom ;;;;7,64172;0,0219;Chi2 with 2.0 degrees of freedom 
RF2790;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,304441518;0,504173499;0,534807953;;;;;4;3,042128;0,9216;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,2156;0,3137;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,289776;0,7472;Chi2 with 22.0 degrees of freedom ;0;1;0;0,137224;0,9996;0;1;0;0,168887;0,9988;0,913743;0,4871;1,130053;0,3482;22,551228;0,4274;Chi2 with 22.0 degrees of freedom ;;;;1,177203;0,5551;Chi2 with 2.0 degrees of freedom 
RF2811;2012-01-01;2023-12-01;144;;;2;1;0;1;1;1;0,545009209;0,844166155;0,89127142;;;;;15;3,33454;0,4345;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,05772;0,7874;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;23,811645;0,2507;Chi2 with 20.0 degrees of freedom ;0,149599;0,9279;0,149599;0,442257;0,9341;0,168712;0,9191;0,168712;0,581473;0,8412;1,129283;0,3486;1,176519;0,3225;15,457483;0,7497;Chi2 with 20.0 degrees of freedom ;;;;1,735124;0,42;Chi2 with 2.0 degrees of freedom 
RF2812;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,332425692;0,468549377;0,454653814;;;;;5;2,987552;0,9768;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,346398;0,1055;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;14,465539;0,8841;Chi2 with 22.0 degrees of freedom ;0,144712;0,9302;0,144712;0,352995;0,9712;0,108599;0,9471;0,108599;0,6334;0,7975;0,637723;0,6999;0,632855;0,7038;16,984328;0,7642;Chi2 with 22.0 degrees of freedom ;;;;2,886795;0,2361;Chi2 with 2.0 degrees of freedom 
RF2813;2012-01-01;2023-12-01;144;;;2;1;0;0;1;1;0,578191238;0,877459664;0,869378276;;;;;5;2,741965;0,5466;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,084689;0,6923;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;12,366315;0,9292;Chi2 with 21.0 degrees of freedom ;0;1;0;0,26388;0,9911;0;1;0;0,394797;0,9561;0,278438;0,9463;0,307855;0,932;31,348417;0,0681;Chi2 with 21.0 degrees of freedom ;;;;0,247682;0,8835;Chi2 with 2.0 degrees of freedom 
RF2814;2012-01-01;2023-12-01;144;;;2;1;0;0;1;1;0,418120764;0,608190514;0,649999009;;;;;4;3,6801;0,1121;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,138475;0,5176;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;24,11921;0,2873;Chi2 with 21.0 degrees of freedom ;0;1;0;0,352919;0,9712;0,000025;1;0,000025;0,629672;0,8008;0,467251;0,8316;0,496316;0,8103;18,018427;0,6478;Chi2 with 21.0 degrees of freedom ;;;;4,329934;0,1148;Chi2 with 2.0 degrees of freedom 
RF2815;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,236042683;0,440440984;0,475251387;;;;;5;3,813417;0,0574;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,46131;0,0311;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;13,259866;0,9257;Chi2 with 22.0 degrees of freedom ;0;1;0;0,311552;0,9824;0;1;0;0,531443;0,879;0,663509;0,6792;0,667457;0,6761;21,06985;0,5164;Chi2 with 22.0 degrees of freedom ;;;;5,938649;0,0513;Chi2 with 2.0 degrees of freedom 
RF2821;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;1,165174835;1,705173653;1,545516691;;;;;1;3,512457;0,2312;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,249907;0,2429;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;15,505764;0,8396;Chi2 with 22.0 degrees of freedom ;0;1;0;0,199117;0,9974;0;1;0;0,230726;0,995;1,567562;0,1612;1,888891;0,087;25,005663;0,2968;Chi2 with 22.0 degrees of freedom ;;;;3,237106;0,1982;Chi2 with 2.0 degrees of freedom 
RF2822;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,200040454;0,452756673;0,48709972;;;;;5;3,37602;0,3797;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,004455;0,9834;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;25,955606;0,2536;Chi2 with 22.0 degrees of freedom ;0;1;0;0,765556;0,6736;0;1;0;0,750538;0,6882;1,127006;0,3499;1,266774;0,2768;19,732739;0,5998;Chi2 with 22.0 degrees of freedom ;;;;1,972742;0,3729;Chi2 with 2.0 degrees of freedom 
RF2823;2012-01-01;2023-12-01;144;;;0;1;1;1;0;0;1,204081524;1,776518124;1,625301263;;;;;3;2,846451;0,7078;Normal with Mean = 3.0 and Stdev = 0.40967324519935133;-0,046909;0,8189;Normal with Mean = 0.0 and Stdev = 0.20483662259967567;29,115391;0,1416;Chi2 with 22.0 degrees of freedom ;0;1;0;0,401061;0,9535;0;1;0;0,360197;0,9688;2,521281;0,024;2,899637;0,0108;22,195291;0,4483;Chi2 with 22.0 degrees of freedom ;;;;0,05778;0,9715;Chi2 with 2.0 degrees of freedom 
RF2825;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,360201336;0,966975832;0,985762129;;;;;1;3,576967;0,1777;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,328076;0,1253;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;25,436137;0,2767;Chi2 with 22.0 degrees of freedom ;0;1;0;0,406707;0,951;0;1;0;0,62671;0,8034;1,863702;0,0914;1,847949;0,0943;35,786969;0,032;Chi2 with 22.0 degrees of freedom ;;;;3,925178;0,1405;Chi2 with 2.0 degrees of freedom 
RF2829;2012-01-01;2023-12-01;144;;;1;0;0;0;1;1;0,374644478;1,034870748;1,0417064;;;;;4;2,869633;0,7598;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;-0,016351;0,9389;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;20,452286;0,5548;Chi2 with 22.0 degrees of freedom ;0;1;0;0,58587;0,8376;0;1;0;0,519975;0,8871;0,409475;0,8718;0,432292;0,8563;24,240318;0,3348;Chi2 with 22.0 degrees of freedom ;;;;0,022831;0,9886;Chi2 with 2.0 degrees of freedom 
RF2830;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,184265596;0,293073805;0,311057603;;;;;5;3,478241;0,2639;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,200651;0,3485;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;28,892111;0,148;Chi2 with 22.0 degrees of freedom ;0;1;0;0,678268;0,757;0;1;0;0,53089;0,8794;0,171875;0,984;0,148356;0,9891;23,624227;0,3672;Chi2 with 22.0 degrees of freedom ;;;;2,884225;0,2364;Chi2 with 2.0 degrees of freedom 
RF2841;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,548836999;1,063916186;0,995736764;;;;;6;3,052346;0,9027;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,191992;0,3697;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;22,968501;0,4035;Chi2 with 22.0 degrees of freedom ;0;1;0;0,389095;0,9583;0;1;0;0,293309;0,9862;0,632031;0,7044;0,66464;0,6783;18,8879;0,6522;Chi2 with 22.0 degrees of freedom ;;;;1,012163;0,6029;Chi2 with 2.0 degrees of freedom 
RF2891;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;1,073869705;1,557398571;1,484712137;;;;;1;3,377621;0,3776;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,408095;0,0565;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;24,603215;0,3164;Chi2 with 22.0 degrees of freedom ;0;1;0;0,179735;0,9984;0;1;0;0,197414;0,9975;0,15864;0,987;0,212534;0,9723;23,252875;0,3876;Chi2 with 22.0 degrees of freedom ;;;;3,886006;0,1433;Chi2 with 2.0 degrees of freedom 
RF2892;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,436676771;0,927482006;0,931938017;;;;;3;3,490981;0,2513;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,172798;0,4194;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;9,243293;0,992;Chi2 with 22.0 degrees of freedom ;0;1;0;0,74321;0,6953;0;1;0;0,677795;0,7575;1,845939;0,0947;1,70719;0,1238;15,101968;0,8578;Chi2 with 22.0 degrees of freedom ;;;;2,909503;0,2335;Chi2 with 2.0 degrees of freedom 
RF2893;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,249206024;0,594201109;0,613711533;;;;;3;2,916837;0,8459;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,284613;0,1836;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,287816;0,6888;Chi2 with 22.0 degrees of freedom ;0;1;0;0,60883;0,8187;0;1;0;0,509567;0,8941;1,124621;0,3513;1,320405;0,2522;22,837687;0,4109;Chi2 with 22.0 degrees of freedom ;;;;1,97459;0,3726;Chi2 with 2.0 degrees of freedom 
RF2894;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,486907796;0,66817929;0,661079241;;;;;3;3,105662;0,805;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,022221;0,9173;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;13,639313;0,9138;Chi2 with 22.0 degrees of freedom ;0;1;0;0,170574;0,9987;0;1;0;0,192191;0,9978;1,028324;0,4097;1,104726;0,3628;34,080538;0,0482;Chi2 with 22.0 degrees of freedom ;;;;0,570601;0,7518;Chi2 with 2.0 degrees of freedom 
RF2895;2012-01-01;2023-12-01;144;;;0;0;0;0;1;1;0,610008396;1,341502568;1,136519739;;;;;2;3,767643;0,0718;Normal with Mean = 3.0 and Stdev = 0.4264014327112209;0,619177;0,0037;Normal with Mean = 0.0 and Stdev = 0.21320071635561044;37,164569;0,0312;Chi2 with 23.0 degrees of freedom ;0,000231;0,9999;0,000231;0,592951;0,8319;0,00966;0,9952;0,00966;0,669122;0,7655;0,479951;0,8224;0,561301;0,7605;28,968721;0,1813;Chi2 with 23.0 degrees of freedom ;;;;8,092287;0,0175;Chi2 with 2.0 degrees of freedom 
RF2896;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;1,226900266;1,871753278;1,714655634;;;;;1;2,775637;0,6002;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,155032;0,4688;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,620472;0,7282;Chi2 with 22.0 degrees of freedom ;0;1;0;0,448613;0,9307;0;1;0;0,644368;0,7878;0,831281;0,5477;0,9341;0,4728;23,636503;0,3666;Chi2 with 22.0 degrees of freedom ;;;;0,661508;0,7184;Chi2 with 2.0 degrees of freedom 
RF2899;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,262977704;0,434053387;0,445467234;;;;;5;2,72179;0,5157;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,060465;0,7775;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;16,359489;0,7977;Chi2 with 22.0 degrees of freedom ;0;1;0;0,111107;0,9998;0;1;0;0,165397;0,9989;1,498366;0,1832;1,49474;0,1845;20,239573;0,5681;Chi2 with 22.0 degrees of freedom ;;;;0,18265;0,9127;Chi2 with 2.0 degrees of freedom 
RF2910;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,147798253;0,561106284;0,259669983;;;;;9;3,42185;0,3243;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,354973;0,0972;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,66525;0,6659;Chi2 with 22.0 degrees of freedom ;0;1;0;0,334556;0,9766;0;1;0;0,313997;0,9818;0,323422;0,9238;0,477962;0,8238;16,866355;0,7707;Chi2 with 22.0 degrees of freedom ;;;;3,407445;0,182;Chi2 with 2.0 degrees of freedom 
RF2920;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,13533075;0,258187097;0,278021643;;;;;6;3,403506;0,3458;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,024646;0,9083;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;11,382739;0,9689;Chi2 with 22.0 degrees of freedom ;0;1;0;0,259685;0,9917;0;1;0;0,371397;0,965;0,897285;0,4989;0,988256;0,4358;24,257786;0,3339;Chi2 with 22.0 degrees of freedom ;;;;2,158893;0,3398;Chi2 with 2.0 degrees of freedom 
RF2931;2012-01-01;2023-12-01;144;;;2;1;0;0;1;1;0,219670974;0,477716697;0,479760164;;;;;5;3,142829;0,7386;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,084797;0,6919;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;11,32114;0,9562;Chi2 with 21.0 degrees of freedom ;0;1;0;0,3114;0,9824;0;1;0;0,384955;0,96;0,752654;0,6084;0,911526;0,4887;22,634789;0,3638;Chi2 with 21.0 degrees of freedom ;;;;0,807717;0,6677;Chi2 with 2.0 degrees of freedom 
RF2932;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,170178438;0,637886128;0,345939469;;;;;8;2,692028;0,4718;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,12586;0,5565;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;14,965789;0,8637;Chi2 with 22.0 degrees of freedom ;0;1;0;0,265477;0,9909;0;1;0;0,33457;0,9766;0,745197;0,6142;0,560071;0,7614;18,860477;0,6539;Chi2 with 22.0 degrees of freedom ;;;;0,610569;0,7369;Chi2 with 2.0 degrees of freedom 
RF3011;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,282935208;0,695165064;0,730636851;;;;;3;2,989184;0,9798;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,323946;0,1301;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;19,727272;0,6001;Chi2 with 22.0 degrees of freedom ;0,980789;0,6124;0,980789;0,885158;0,5567;1,175999;0,5554;1,175999;1,024959;0,4282;0,321415;0,9249;0,34341;0,9127;15,366588;0,846;Chi2 with 22.0 degrees of freedom ;;;;2,489432;0,288;Chi2 with 2.0 degrees of freedom 
RF3012;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,139378521;0,204513544;0,228396297;;;;;11;3,283882;0,5072;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,176433;0,4097;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,847067;0,715;Chi2 with 22.0 degrees of freedom ;4,737206;0,0936;4,737206;0,66381;0,7703;10,077579;0,0065;10,077579;0,801853;0,638;0,955177;0,4582;0,782321;0,5852;19,605201;0,6077;Chi2 with 22.0 degrees of freedom ;;;;1,718287;0,4235;Chi2 with 2.0 degrees of freedom 
RF3020;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,122797354;0,325060769;0,356773247;;;;;4;3,713854;0,0954;Normal with Mean = 3.0 and Stdev = 0.428025825003853;-0,148003;0,4892;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;18,868393;0,6534;Chi2 with 22.0 degrees of freedom ;0;1;0;0,31538;0,9815;0;1;0;0,557831;0,8596;1,082077;0,3763;1,093228;0,3696;25,11473;0,2916;Chi2 with 22.0 degrees of freedom ;;;;4,619182;0,0993;Chi2 with 2.0 degrees of freedom 
RF3030;2012-01-01;2023-12-01;144;;;0;1;1;0;1;1;0,360129035;1,042399055;1,019767026;;;;;2;2,75097;0,5607;Normal with Mean = 3.0 and Stdev = 0.428025825003853;0,064248;0,764;Normal with Mean = 0.0 and Stdev = 0.2140129125019265;17,372292;0,7425;Chi2 with 22.0 degrees of freedom ;0;1;0;0,502713;0,8986;0;1;0;0,482914;0,9111;0,301889;0,935;0,264624;0,9525;21,332242;0,5003;Chi2 with 22.0 degrees of freedom ;;;;0,150963;0,9273;Chi2 with 2.0 degrees of freedom 
